Name,Purpose,Qty,Total (USD),Link,Distributor
REXQualis Super Starter Kit Based on Arduino UNO R3 with Tutorial and Controller Board Compatible with Arduino IDE,Has everything you need for this project.,1,$31.99,https://www.amazon.com/REXQualis-Development-Membrane-Receiver-Detailed/dp/B074WMHLQ4/ref=sr_1_3?crid=OVDEBBDERDY7&dib=eyJ2IjoiMSJ9.hk3HZpP_mv-VaFe8CqbBTmf-k4b0zn7PvqVws6RdSzLw9pM28zNSC7wWth197xDQFQbBHl8fEFy3wUP7ZPGh1BsE0yeTO_2H1Z_KLzTOIxBE4-oF2gXsOuv9DQDJFC1yarcHTbKnDDBRjfIBCMN2XrBt2yYVJ0EqFC7SY2qux1xOjrfN7iwbi3LDUUQWOc6J5y20jAs5QsLRiewNjHOC3TiWwvw-gExikYfuKM4V8sA.0vYkMLoI0_U33gLP5Jlq1SfQ-Sz6anEB_cCf0QJIzoA&dib_tag=se&keywords=arduino+uno+starter+kit+with+joystick&qid=1781847740&sprefix=arduino+uno+starter+kit+with+joyst%2Caps%2C394&sr=8-3,Amazon
